,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
784,male,permanent,36-40,1.0,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I sometimes do this,I always do this,I always do this,I never do this,agree,neither,neither,strongly disagree,strongly disagree,agree,neither,agree,strongly disagree,disagree,,neither,agree,neither,strongly agree,agree,neither,strongly agree,agree,neither,neither
785,female,permanent,20-25,0.5,White British,neither,neither,disagree,disagree,I always do this,I sometimes do this,I frequently do this,I sometimes do this,agree,disagree,neither,neither,neither,neither,agree,agree,neither,neither,neither,,,,agree,agree,agree,agree,disagree,disagree,disagree
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,female,permanent,51-55,10.9,White British,strongly agree,strongly agree,agree,agree,I always do this,I always do this,I always do this,,agree,agree,agree,,agree,agree,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,neither,disagree,disagree,disagree
788,female,permanent,26-30,3.5,White British,agree,agree,agree,agree,I always do this,I always do this,I always do this,I never do this,strongly agree,neither,neither,disagree,neither,neither,agree,agree,neither,neither,disagree,disagree,neither,neither,neither,agree,agree,neither,neither,neither,neither
789,female,permanent,51-55,2.0,White British,agree,agree,neither,agree,I always do this,I sometimes do this,I occasionally do this,I sometimes do this,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,neither,disagree,neither,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
790,female,permanent,51-55,1.0,White British,neither,neither,disagree,neither,I sometimes do this,I sometimes do this,I sometimes do this,I never do this,neither,neither,neither,disagree,disagree,disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,neither,neither,disagree,agree,agree,disagree,disagree,disagree,disagree
791,male,permanent,31-35,,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I sometimes do this,I sometimes do this,agree,disagree,agree,neither,neither,neither,agree,agree,neither,neither,neither,agree,agree,agree,neither,agree,agree,neither,neither,neither,neither
792,male,permanent,36-40,8.5,White British,agree,agree,agree,agree,I always do this,I frequently do this,I frequently do this,I always do this,strongly agree,agree,strongly agree,agree,neither,neither,agree,agree,disagree,strongly disagree,disagree,agree,agree,agree,agree,agree,neither,agree,neither,agree,agree
793,female,permanent,36-40,2.0,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,neither,agree,agree,agree,disagree,disagree,disagree,neither,agree,neither,neither,strongly disagree,strongly disagree,strongly disagree
794,female,permanent,20-25,0.2,White British,neither,neither,neither,neither,I always do this,I frequently do this,I always do this,I frequently do this,strongly agree,agree,agree,neither,neither,agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree
795,female,permanent,36-40,3.5,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither
796,female,permanent,41-45,2.5,White British,disagree,agree,neither,neither,I always do this,I frequently do this,I frequently do this,I occasionally do this,agree,agree,agree,neither,disagree,disagree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree
797,female,permanent,26-30,0.0,White British,neither,strongly agree,neither,agree,I always do this,I frequently do this,I always do this,I sometimes do this,strongly agree,strongly agree,agree,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,strongly disagree,neither,neither,neither,neither,disagree,disagree,disagree
798,male,permanent,46-50,22.0,White British,agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I always do this,I frequently do this,agree,agree,strongly agree,strongly disagree,disagree,strongly disagree,agree,agree,disagree,neither,disagree,agree,agree,agree,agree,agree,agree,agree,,agree,neither
799,female,permanent,51-55,1.0,White British,agree,agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither
800,female,permanent,36-40,7.0,White British,,,,,,,,,,,,,,,,,,strongly agree,,,,,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
801,female,permanent,46-50,6.0,White British,,agree,,,,,,I frequently do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
802,female,permanent,56 +,14.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I frequently do this,I sometimes do this,agree,agree,agree,neither,neither,disagree,agree,strongly agree,strongly disagree,disagree,disagree,agree,strongly agree,strongly agree,agree,strongly agree,agree,agree,disagree,neither,neither
803,male,permanent,36-40,16.0,White British,strongly agree,,strongly agree,,I always do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,neither,agree,agree,neither,agree
804,female,permanent,20-25,2.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,strongly agree,agree,strongly agree,strongly agree,neither,neither,neither
805,male,permanent,46-50,2.5,White British,agree,strongly agree,agree,strongly agree,I frequently do this,I always do this,I frequently do this,I sometimes do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,,,,,,,
806,female,permanent,51-55,3.5,White British,neither,strongly agree,neither,agree,I always do this,I frequently do this,I sometimes do this,I never do this,strongly agree,neither,neither,neither,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree
807,male,permanent,46-50,,White British,neither,neither,neither,agree,I frequently do this,I sometimes do this,I frequently do this,I sometimes do this,agree,neither,neither,disagree,disagree,disagree,disagree,neither,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,neither,neither,neither
808,female,permanent,36-40,5.0,White British,neither,neither,neither,agree,I frequently do this,I occasionally do this,I sometimes do this,I occasionally do this,neither,disagree,neither,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree,neither,agree,disagree,agree,agree,neither,neither,neither,neither
809,female,permanent,41-45,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,agree,strongly agree,agree,neither,neither,neither,strongly agree,strongly agree,agree,agree,agree,disagree,strongly disagree,strongly disagree,agree,,agree,agree,neither,neither,neither
810,female,permanent,36-40,12.0,Asian - Indian,agree,strongly agree,neither,agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,agree,agree,neither,agree,neither,disagree,disagree
811,female,permanent,51-55,0.0,White British,agree,strongly agree,agree,agree,I always do this,I frequently do this,I frequently do this,I always do this,neither,neither,neither,neither,neither,disagree,neither,neither,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,strongly disagree
812,female,permanent,56 +,,White British,disagree,disagree,neither,neither,I always do this,I always do this,I frequently do this,I never do this,strongly agree,neither,neither,agree,agree,agree,strongly agree,strongly agree,disagree,disagree,disagree,neither,disagree,,agree,agree,agree,agree,agree,agree,agree
813,female,permanent,41-45,1.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I frequently do this,I always do this,I never do this,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,agree,agree,agree,agree,agree,strongly agree,neither,neither
814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,female,permanent,20-25,1.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I never do this,strongly agree,strongly agree,strongly agree,agree,agree,,strongly agree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,neither,neither,neither,agree,neither,agree
816,female,permanent,36-40,1.0,White British,strongly agree,strongly agree,neither,neither,I always do this,I always do this,I frequently do this,I always do this,agree,agree,agree,neither,neither,neither,strongly agree,strongly agree,neither,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither
817,female,permanent,51-55,3.5,White British,disagree,disagree,strongly disagree,strongly disagree,,I frequently do this,I frequently do this,I never do this,agree,neither,agree,disagree,disagree,disagree,neither,neither,disagree,disagree,disagree,neither,agree,agree,neither,agree,neither,neither,strongly disagree,disagree,strongly disagree
818,female,permanent,36-40,6.5,White British,strongly agree,strongly agree,strongly agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,agree,neither,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither
819,female,permanent,31-35,15.0,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,strongly agree,agree,agree,neither,disagree,neither,neither,neither,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,disagree,disagree,neither,neither,neither,neither,neither
